Position in x [m],Voltage [V]
-0.0643527,3.33621
-0.0643444,3.3646
-0.0643358,3.4017
-0.0643266,3.46069
-0.0643173,3.51335
-0.064308,3.52539
-0.0642993,3.54138
-0.0642903,3.44268
-0.0642804,3.37656
-0.0642707,3.30473
-0.064261,3.24055
-0.0642519,3.25726
-0.0642424,3.29876
-0.0642338,3.28838
-0.0642247,3.29876
-0.0642145,3.3195
-0.0642039,3.4213
-0.064193,3.47107
-0.0641825,3.46279
-0.0641718,3.48029
-0.0641619,3.48951
-0.0641523,3.48678
-0.064143,3.49743
-0.0641334,3.48663
-0.0641243,3.46992
-0.0641151,3.43361
-0.0641059,3.40768
-0.0640969,3.40558
-0.0640874,3.40249
-0.064078,3.42612
-0.0640678,3.44917
-0.0640579,3.52697
-0.064048,3.58597
-0.0640382,3.69295
-0.0640277,3.75404
-0.0640173,3.78955
-0.064007,3.81664
-0.0639964,3.80187
-0.0639859,3.76671
-0.0639753,3.72925
-0.063964,3.66895
-0.0639527,3.65664
-0.063942,3.65664
-0.0639324,3.71888
-0.0639215,3.72795
-0.0639107,3.75519
-0.0638982,3.79668
-0.0638854,3.88176
-0.063873,3.88485
-0.0638597,3.88716
-0.0638439,3.94076
-0.0638292,3.96784
-0.0638162,3.95113
-0.0638043,3.93997
-0.0637922,3.88212
-0.06378,3.83687
-0.0637666,3.88355
-0.0637545,3.91367
-0.063743,3.93233
-0.0637319,3.9834
-0.0637214,3.99975
-0.0637103,4.01064
-0.0636987,4.05083
-0.063688,4.08844
-0.0636769,4.04874
-0.0636655,3.98419
-0.063654,3.93154
-0.0636433,3.89004
-0.0636333,3.87527
-0.0636234,3.86684
-0.0636137,3.79538
-0.0636039,3.75519
-0.0635939,3.73004
-0.0635832,3.72522
-0.0635727,3.75194
-0.0635635,3.82665
-0.0635545,3.80187
-0.0635465,3.81224
-0.063539,3.87967
-0.0635318,3.87967
-0.0635245,4.00985
-0.0635161,3.92556
-0.0635065,3.8662
-0.0634966,3.80951
-0.0634863,3.78112
-0.0634762,3.71773
-0.0634658,3.68221
-0.0634548,3.69892
-0.0634433,3.76556
-0.0634317,3.90639
-0.0634196,3.98974
-0.0634082,3.96863
-0.0633971,3.93787
-0.0633871,3.90041
-0.0633776,3.80187
-0.0633678,3.7173
-0.0633581,3.72212
-0.0633484,3.71369
-0.0633382,3.68697
-0.0633272,3.71124
-0.0633154,3.71888
-0.0633046,3.715
-0.0632956,3.6722
-0.0632869,3.6315
-0.0632781,3.56846
-0.0632687,3.53216
-0.0632584,3.51905
-0.0632478,3.55888
-0.0632365,3.53734
-0.063226,3.55536
-0.0632148,3.54526
-0.0632039,3.49506
-0.0631931,3.47459
-0.0631823,3.45954
-0.0631727,3.45709
-0.0631632,3.44917
-0.0631531,3.47107
-0.0631427,3.53655
-0.0631316,3.63071
-0.0631208,3.68336
-0.0631102,3.66428
-0.0630988,3.65418
-0.0630871,3.63783
-0.0630769,3.64187
-0.0630653,3.65145
-0.0630533,3.64627
-0.0630404,3.72328
-0.0630282,3.78306
-0.0630168,3.73329
-0.0630071,3.70087
-0.0629969,3.6119
-0.0629868,3.55564
-0.0629767,3.54253
-0.0629668,3.53331
-0.0629557,3.53446
-0.0629443,3.52539
-0.0629343,3.53216
-0.0629242,3.48548
-0.0629145,3.4388
-0.0629063,3.3916
-0.0628983,3.31835
-0.0628893,3.25908
-0.0628807,3.1989
-0.0628724,3.17067
-0.0628637,3.14719
-0.0628541,3.14949
-0.0628454,3.1639
-0.0628358,3.23457
-0.0628258,3.29357
