Position in z [a.u.],Voltage [V]
0.0284401,0.418543
0.0284409,0.366163
0.0284417,0.361129
0.0284425,0.373444
0.0284425,0.386272
0.0284425,0.396492
0.0284433,0.394191
0.0284433,0.413634
0.0284437,0.420124
0.0284445,0.430498
0.0284449,0.415729
0.0284449,0.400681
0.0284457,0.404564
0.0284457,0.414938
0.0284457,0.410902
0.0284457,0.420124
0.0284464,0.4086
0.0284464,0.387854
0.0284464,0.357884
0.0284476,0.352697
0.0284481,0.342324
0.0284481,0.346207
0.0284481,0.34751
0.0284488,0.321577
0.0284488,0.311203
0.0284488,0.301981
0.0284496,0.312354
0.0284496,0.326763
0.0284504,0.334682
0.0284512,0.326763
0.0284512,0.328705
0.0284512,0.337137
0.028452,0.352697
0.028452,0.360338
0.028452,0.360338
0.0284532,0.321577
0.0284536,0.314449
0.0284544,0.320426
0.0284544,0.333892
0.0284544,0.37099
0.0284552,0.456432
0.0284552,0.455641
0.0284556,0.450454
0.0284568,0.491435
0.0284568,0.548211
0.0284576,0.523859
0.0284576,0.467956
0.0284583,0.394191
0.0284583,0.379422
0.0284599,0.373444
0.0284599,0.408447
0.0284599,0.446058
0.0284607,0.48482
0.0284607,0.513485
0.0284607,0.560166
0.0284607,0.591286
0.0284623,0.51024
0.0284623,0.424161
0.0284631,0.363861
0.0284631,0.34751
0.0284639,0.370199
0.0284647,0.389795
0.0284655,0.446058
0.0284663,0.442022
0.0284663,0.4086
0.0284667,0.357884
0.0284679,0.32546
0.0284679,0.311203
0.0284687,0.321577
0.0284687,0.321577
0.0284691,0.326763
0.0284699,0.343114
0.0284699,0.354639
0.0284703,0.363071
0.0284711,0.375385
0.0284711,0.378631
0.0284718,0.34102
0.0284723,0.295643
0.0284735,0.290456
0.0284747,0.283688
0.0284747,0.28527
0.0284754,0.281387
0.0284758,0.303284
0.0284766,0.339869
0.0284766,0.35658
0.0284774,0.389004
0.0284774,0.435685
0.0284774,0.492739
0.0284774,0.549793
0.0284774,0.603601
0.0284782,0.658714
0.0284782,0.715768
0.0284782,0.802791
0.0284782,0.835062
0.0284782,0.850622
0.0284786,0.797964
0.0284786,0.763599
0.0284786,0.731328
