Position in z [a.u.],Voltage [V]
0.0193828,0.233402
0.0193925,0.236648
0.019403,0.233402
0.0194139,0.232252
0.0194235,0.231461
0.0194336,0.228216
0.0194433,0.228216
0.0194533,0.228216
0.0194634,0.228216
0.0194752,0.226274
0.0194853,0.238589
0.0194945,0.233402
0.0195046,0.237439
0.0195147,0.23067
0.0195244,0.233402
0.0195344,0.233402
0.0195445,0.233402
0.0195546,0.228216
0.0195647,0.238589
0.0195748,0.233402
0.0195849,0.230157
0.0195949,0.228216
0.019605,0.232612
0.0196159,0.234553
0.0196248,0.238589
0.0196348,0.233402
0.0196445,0.229366
0.019655,0.228216
0.0196655,0.229797
0.0196756,0.233402
0.0196853,0.233402
0.0196962,0.228216
0.0197058,0.233402
0.0197159,0.228216
0.019726,0.228216
0.0197357,0.232099
0.0197449,0.233402
0.0197545,0.234706
0.0197629,0.238589
0.0197722,0.229366
0.0197806,0.23067
0.0197911,0.23067
0.0198007,0.223029
0.0198104,0.223029
0.0198205,0.238589
0.0198301,0.233402
0.0198398,0.237285
0.0198494,0.233402
0.0198595,0.233402
0.0198683,0.233402
0.0198788,0.233402
0.0198889,0.233402
0.0198981,0.228216
0.0199086,0.233402
0.0199186,0.233402
0.0199279,0.228216
0.0199384,0.228216
0.0199484,0.238589
0.0199585,0.238589
0.019969,0.233402
0.0199782,0.237285
0.0199874,0.238589
0.0199962,0.233402
0.0200059,0.233402
0.0200147,0.229007
0.0200252,0.228216
0.0200352,0.233402
0.0200453,0.233402
0.020055,0.233402
0.0200646,0.233402
0.0200742,0.231101
0.0200839,0.228216
0.0200944,0.228216
0.0201044,0.223029
0.0201141,0.228216
0.0201241,0.232252
0.0201342,0.233402
0.0201447,0.233402
0.0201552,0.229366
0.0201656,0.233402
0.0201761,0.228216
0.0201874,0.228216
0.0201979,0.229366
0.0202083,0.223029
0.0202184,0.233402
0.0202276,0.233402
0.0202381,0.228216
0.020249,0.228216
0.0202603,0.228216
0.0202703,0.223029
0.0202791,0.231101
0.0202879,0.225484
0.0202959,0.228216
0.0203051,0.228216
0.0203135,0.233402
0.0203227,0.228216
0.0203328,0.229366
0.0203416,0.229007
0.0203513,0.228216
0.0203613,0.228216
0.0203718,0.228216
0.0203835,0.228216
0.0203944,0.228216
0.0204049,0.232252
0.0204153,0.234193
0.0204266,0.230517
0.0204367,0.228216
0.0204467,0.238589
0.0204576,0.228216
0.020468,0.223029
0.0204789,0.228216
0.0204889,0.232252
0.0204994,0.223029
0.0205111,0.228216
0.0205216,0.227425
0.0205329,0.227425
0.0205429,0.228216
0.0205542,0.233402
0.0205642,0.231461
0.0205742,0.228216
0.0205851,0.225484
0.020596,0.229366
0.0206069,0.228216
0.0206173,0.228216
0.0206286,0.228216
0.020639,0.233402
0.0206491,0.228216
0.0206591,0.228216
0.02067,0.229366
0.02068,0.233402
0.0206901,0.228216
0.0207005,0.228216
0.0207093,0.229366
0.0207189,0.233402
